sentiment,message,tweetid
2,Conservative columnist under siege after N.Y. Times debut on climate change' via FOX NEWS https://t.co/nHL8MNOmDa,94360
2,RT @IndyUSA: Trump's budget director just said combating climate change is a 'waste of money’ https://t.co/fNad9XsPYM,182475
2,"Trudeau must put emphasis on defence if he wants Trump onside for trade, climate change https://t.co/7tOd99M416 via @nationalpost",60490
2,RT @thehill: Rahm Emanuel posts climate change webpage deleted by Trump administration https://t.co/Nhk4nVsUC1 https://t.co/tOmKxl3OWa,893985
2,RT @Energydesk: Historic coal fall may have profound impact on global efforts to tackle climate change https://t.co/F4qqoRl6xm https://t.co…,568524
2,RT @LiterateLiberal: Leading global warming deniers just told us what they want trump to do https://t.co/tkZVNzDDd3 via @MotherJones,545019
2,RT @pablorodas: #CLIMATEchange #p2 RT West Coast states to fight climate change even if Trump does not. https://t.co/dYixU8TxaK…,13794
2,"RT @EcoInternet3: U.S. Secretary of State, Rex Tillerson signs Arctic agreement for action on #climate change: Antinuclear https://t.co/7De…",442461
2,Stephen Hawking has a message for Trump: Don't ignore climate change https://t.co/7bA3rBoHk9 https://t.co/uIQWwGz0pB,878308
2,RT @telesurenglish: One of Jamaica’s iconic beaches is vanishing thanks to climate change. https://t.co/2lNoLT7MzM…,141981
2,"RT @NZaegel: Effects of climate change may 'wreak havoc' on mental health, doctors say https://t.co/kHhJ9L0nwU via @upi",857614
2,"RT @thinkprogress: Brace yourself for a bitterly cold winter, as climate change shifts the polar vortex https://t.co/TKrnPz6LIx https://t.cÃ¢â‚¬Â¦",342484
2,RT @business: China tells Trump climate change isn't a hoax it invented https://t.co/eWVQtI28t3 https://t.co/7qV3RfzTTE,646282
2,"RT @climatekeith: Saskatchewan AG: Provincial govt has no plan, policies or target to address climate change https://t.co/u1cJCApwaI #skpol…",381570
2,RT @Energydesk: Exxon shareholders have moved to force the company to disclose the risk climate change poses to its business…,682129
2,RT @nature_org: World leaders reaffirm their commitment to climate change and the #ParisAgreement. https://t.co/qSt5XtW9AI https://t.co/aBhÃ¢â‚¬Â¦,178539
2,RT @EcoInternet3: John Roughan: We will miss a sceptical voice on #climate change: New Zealand Herald https://t.co/1Y4eyJObYm #environment,6476
2,RT @HuffingtonPost: China to Trump: climate change is not a Chinese hoax https://t.co/3DVlIwAqjb Ã¢Å¾Â¡Ã¯Â¸ï† @c_m_dangelo https://t.co/y1ZqEW8Hcv,200876
2,RT @businessinsider: Apple is borrowing $1 billion to fight climate change https://t.co/yfxylHMaDd https://t.co/sBoxH39pPg,368402
2,RT @brady_dennis: CDC abruptly cancels long-planned conference on climate change and health: https://t.co/hB8nXdfWAA,353363
2,RT @PopSci: A river in Canada just turned to piracy because of global warming https://t.co/6qno8nC9NR https://t.co/2SWIePTHdZ,324552
2,"RT @TheDailyClimate: Frogs heading uphill to escape #climate change. #India @timesofindia 
https://t.co/qSbqYPDQ2h",111621
2,US climate change campaigner dies snorkeling at #GreatBarrierReef #GreatBarrierReef https://t.co/m1cfwd49AN,465275
2,RT @ClimateChangRR: US sends “much smaller” team to climate talks in Bonn | Climate Home - climate change news https://t.co/eSDfyZZsN0 http…,549130
2,RT @WashTimes: Climate change whistleblower alleges NOAA manipulated data to hide global warming 'pause' - @washtimes @NOAA…,40047
2,"#ExxonMobil At Exxon, Rex Tillerson reportedly used alias for emails about climate change. Read more: https://t.co/obHQeGkjPH $XOM",13788
2,"RT @guardianeco: Stopping global warming is only way to save Great Barrier Reef, scientists warn #GreatBarrierReef https://t.co/SdaKFo93Tr",474371
2,"RT @WSJ: In rebuke to Trump policy, GE CEO Immelt says ‘climate change is real’ https://t.co/5s95jeKKoT",617937
2,RT @thehill: Arnold Schwarzenegger teams up with Macron to fight climate change: https://t.co/6Pj8P5LsYX https://t.co/DFPfMzRRH1,964804
2,"RT @businessinsider: Trump may end US lead in climate change, and could 'make China great again' — via @guardian https://t.co/1sLWMU2VCq ht…",76821
2,RT @WeNeedHillary: CBS Evening News: Donald Trump put 'a global warming skeptic in charge of protecting the environment'…,928899
2,RT @DrBobBullard: Ã¢â‚¬ËœThereÃ¢â‚¬â„¢s no plan BÃ¢â‚¬â„¢: climate change scientists fear consequence of Trump victory - https://t.co/Aj131zJpYg,304988
2,"Google:Girl, 9, sues Indian government over inaction on climate change - https://t.co/MfJVbe37y2 https://t.co/Vu8Aiv5Hxw",206052
2,RT @guardianeco: How Obama's climate change legacy is weakened by US investment in dirty fuel https://t.co/APmTf66rG3,109016
2,RT @sabrush: Trump's EPA head says he does not believe carbon dioxide is the primary contributor to global warming https://t.co/YD3PTNIfh4,124970
2,RT @pablorodas: #CLIMATEchange #p2 RT  Trump picks climate change sceptic Scott Pruitt to lead EPA https://t.co/1xb8rrW026 #COP22 https://t…,542460
2,"RT @GMA: Arctic undergoing rapid ice melt that could speed global warming, new study warns: https://t.co/jll8cn79QP https://t.co/bAtUQNTXcc",776740
2,RT @vicenews: TrumpÃ¢â‚¬â„¢s rumored pick to lead the EPA wants everyone to Ã¢â‚¬Å“love global warmingÃ¢â‚¬ï† https://t.co/ZtvfKXCbah https://t.co/HLBRH3Zglr,302967
2,RT @ajplus: Top world leaders met at the G7 summit today. All countries affirmed they'd fight climate change – except one. Can…,157315
2,"RT @washingtonpost: Thanks to global warming, Antarctica is starting to turn green https://t.co/Php1dqYO9D https://t.co/blcU2CAigP",389386
2,U of S opens water research facility to study climate change https://t.co/eDuZd3M15q - #climatechange,837115
2,"Climate talks: 'Save us' from global warming, US urged @BBCNews #geographyteacher #climatechange https://t.co/dPekzSv6XT",539112
2,"RT @nytimes: As global warming cooks the U.S. in the decades ahead, not all states will suffer equally https://t.co/2GV056tvEX",85110
2,Pope challenges UN to fight climate change https://t.co/rWRkv0ciUq via @SDogbon #MGWVJaiye https://t.co/fQuOj42kvI,850425
2,"As the White House changes course on climate change, California stubbornly presses forward https://t.co/RkuKnTaJGf",709663
2,China drills Tibet glaciers for climate change research,580177
2,Why Morocco is leading the charge against climate change - CNN https://t.co/00ntxOpnkO,997952
2,"For the first time on record, human-caused climate change has rerouted an entire river
 https://t.co/Qv7vdpqXF8",579591
2,EPA chief doubts carbon dioxide's role in global warming - BBC News' https://t.co/3IojhsZKDM,666649
2,"RT @CNN: Scientists are scrambling to protect research on climate change, energized by concerns about Trump administration… ",280997
2,"RT @AP_Politics: National Park Service defies White House social media ban, tweets on climate change, Japanese interned during WWII. https:…",292060
2,EPA chief: Carbon dioxide not 'primary contributor' to climate change https://t.co/YCNxXs1hET,749940
2,Donald Trump could put climate change on course for the 'danger zone' https://t.co/TLw09drhLr,495004
2,RT @Anothergreen: A Kurdish response to climate change https://t.co/Lx19RqYelt https://t.co/46ZDfM2Vc2,85426
2,Rex Tillerson may have used an alias to communicate with Exxon officials about the risks of climate change… https://t.co/eFMUmRBQPt,470865
2,RT @Independent: US 'forces G20 to drop any mention of climate change' in joint statement https://t.co/49EE31tyP7,201284
2,"The Department of Defense continues investment in #cleanenergy and it has little to do with climate change. 
https://t.co/VkjKDqUKww",664098
2,Quebec municipalities to discuss climate change in Montreal March 23 #TODAY https://t.co/jjUpLA8X2S https://t.co/MZEeKrqiB3,846879
2,RT @environmentguru: Trump shifts stance on climate change: … softening his tone on whether climate… https://t.co/BxF2iFfNCP #ClimateChange…,811545
2,How climate change could kill Punxsutawney Phil https://t.co/4bI9WeTLEB,796820
2,RT @WWF_Australia: NSW landclearing laws a 'loss' for action on climate change: Possingham https://t.co/Ap1dCwLK5f via @RadioNational,495023
2,RT @CNN: Kids are taking the feds -- and possibly Trump -- to court over climate change https://t.co/oGw21W7Skw,46425
2,Scientist spreads the word on climate change — by biking across America | WTOP https://t.co/oBkp3PvTha via @WTOP,43446
2,RT @EcoloCYL: .@EP_Environment #CETA contraries direction of our commitments to limit global warming below a temperature rise of 2°C #CETAT…,615078
2,Trump is creating a void on climate change. Can California persuade other states to help fill it? (LA Times) https://t.co/L9ZzS5mS6b,45389
2,"FEATURE-Mexico's Maya point way to slow species loss, climate change. https://t.co/XhKkp2XGub",346368
2,"Google:Action on climate change 'harmful, unnecessary': Trump White House - Green Car Reports https://t.co/sO1V47Qdxt",971309
2,"From heatwaves to hurricanes, floods to famine: seven climate change hotspots https://t.co/hXjAD92lEx",633833
2,RT @guardiannews: Ã¢â‚¬ËœThereÃ¢â‚¬â„¢s no plan BÃ¢â‚¬â„¢: climate change scientists fear consequence of Trump victory https://t.co/wg2DfuT3WD https://t.co/LY2Ã¢â‚¬Â¦,579555
2,"RT @MinhazMerchant: G7 environment ministers meet in Italy, pledge to fight climate change as per Paris accord with or without US.…",699604
2,"RT @democracynow: Chomsky on climate change: 'Every Republican candidate… either denied what is happening, or… said we shouldn't do a…",20724
2,RT @pink3l3phants: The mayor of Chicago posted all of the climate change data that was deleted off the EPAs website under Trump on the city…,96929
2,"RT @Wine_Newz: The #Wine industry in #Europe could be in trouble due to global warming, researchers warn https://t.co/1LErjnPpMI",545
2,Trump really doesn't want to face these 21 kids on climate change https://t.co/oHfhg9Gz1O https://t.co/ExhoFHE2KQ,664827
2,RT @aggyk: Five Pacific islands lost to rising seas as climate change hits https://t.co/kmnBmFANdw,927476
2,"NASA is defiantly communicating climate change science despite Trump’s doubts' https://t.co/E3qtwWYV3Z  @NASAClimate Lift ‘em up, y’all!",924682
2,RT @Fusion: Peru is suffering its worst floods in recent history—and some scientists say global warming is to blame: https://t.co/3EGbsYVNJq,776884
2,RT @Environment_Ke: Kenya has ratified the Paris Agreement on climate change @JudiWakhungu @MyGovKe @NemaKenya @KeForestService…,404016
2,RT @HuffingtonPost: California professors sign open letter to Trump urging action on climate change https://t.co/zQBYtItW7n https://t.co/bA…,926165
2,RT @aireguru: California knocks Trump as it extends climate change effort: SAN FRANCISCO (AP) — Gov.… https://t.co/EPBSdMNTT1…,708842
2,"On climate change, Scott Pruitt causes an uproar — and contradicts the EPA’s own website - The Washington Post https://t.co/twyzNb4deV",969936
2,"RT @HuffPostPol: The effects of climate change on wildlife are far worse than we thought, study finds https://t.co/wtJ7F15Pez https://t.co/…",172915
2,Australia being 'left behind' by global momentum on climate change https://t.co/wScQTAG2QV,524603
2,"Trump appointees on climate change: Not fake, not a big deal either https://t.co/tIKAdhBALJ",494735
2,Recent pattern of cloud cover may have masked some global warming: ThereÃ¢â‚¬â„¢s a deceptively simple number at the... https://t.co/B2u5ucFrJK,267223
2,RT @guardianeco: Paris climate change agreement enters into force https://t.co/JJTou0jtLj,754144
2,Top climate change articles from last 48 hrs https://t.co/DnWNM9EGN0,479440
2,Trump team memo on climate change alarms Energy Department staff - CNBC https://t.co/E7uMmZsP67,217758
2,"Pennsylvania: New fracking reports clash over effects on health, environment, climate change https://t.co/YELNdnZwd1",135447
2,"As Exxon CEO, Tillerson used alias in emails on climate change: NY attorney general - The Japan Times… https://t.co/RNMe3cIW1P",453068
2,Scott Pruitt’s office deluged with angry callers after he questions the science of global warming… https://t.co/oSkpqXs884,653798
2,RT @AJEnglish: #WorldPenguinDay: This Penguin colony is at risk from climate change. https://t.co/IBMSbIssbX,860254
2,UN meeting urges 'highest political commitment' on climate change | via @AFP,505796
2,RT @AJEnglish: Reindeer are disappearing at an alarming rate in Alaska and Canada due to climate change. https://t.co/efbSqQhKwg,751293
2,RT @ajplus: The Obama admin is sending $500 million to a global climate change fund. https://t.co/zqJQ44GnbV,257488
2,"RT @tongotongoz: #lastnightinsweden : Mass immigration from the north, due to global warming. https://t.co/fJ8nMLKREP",173509
2,RT @wef: Why cities are outpacing countries in the race to curb climate change https://t.co/s7GQg2epsp #environment https://t.co/K9XTL6JOZC,421239
2,#NBC News - Posts | Trump dismissed man-made global warming a 'hoax' during... https://t.co/d5IjbHxJIT https://t.co/kHOscAOBoa,646506
2,"RT @wef: Many young people fear climate change and poverty, as much as they fear terrorism https://t.co/pahvdXJYv2 https://t.co/FO6Ja1NQEN",776251
2,RT @TheBaxterBean: BREAKING: Trump signs executive order dismantling President Obama's efforts to combat climate change.…,45310
2,RT @tveitdal: Barack Obama warns climate change could create refugee crisis ‘unprecedented in human history’…,783867
2,RT @clintonkowach: Ethiopia's coffee industry threatened by climate change https://t.co/uhp73Q7Apg #News #Bibleprophecy #Truth #Knowledge #…,284949
2,RT @EnergyBoom: China: Trump's election will not jeopardize global efforts to combat climate change #COP22 https://t.co/diYvzdVwNP,749167
2,RT @ClimateCentral: Every Trump cabinet nominee's position on climate change → https://t.co/5TQchTUI3e,308147
2,RT @PetraAu: EPA head Scott Pruitt denies that carbon dioxide causes global warming https://t.co/fYNTWW7ZKF,853060
2,Exxon ordered to hand over Rex Tillerson's secret emails to climate change prosecutors #SmartNews https://t.co/RpR5wV3IvN,95494
2,RT @nytimes: Spring came early. Scientists say climate change is a culprit. https://t.co/Zf5nGEkarf https://t.co/npwkuPgG6W,724436
2,RT @mmcphoto: The real news: #climatechange Record-breaking climate change pushes world into ‘uncharted territory’ https://t.co/bUrdh1Wc6W,368457
2,RT @Energydesk: #ShellKnew | 1991 film emerges showing oil firm Shell warning of climate change https://t.co/bMYKUMHbgz https://t.co/fRNumr…,315269
2,RT @AmazngEbooks Author and radio host suggests we've already lost the climate change war:  https://t.co/iLv2tlDZFS,726977
2,Malcolm Roberts on why he doesn't believe in climate change - SBS https://t.co/sA9KiNW1y5,866846
2,Does climate change cause conflicts in the Sahel? https://t.co/TWOymIVAVs,429634
2,"Europe faces droughts, floods and storms as climate change accelerates #climatechange https://t.co/FhMJ2h353f https://t.co/F1cNu2jsnG",459949
2,Bill Gates and investors worth $170 billion are launching a fund to fight climate change through energy innovation https://t.co/dcBp20YMGY,893296
2,@Stanford scientists link extreme weather and climate change: https://t.co/rXCumiNime https://t.co/YGJAK5guKY,184580
2,"Germany, California to tackle climate change together https://t.co/dlb4hHDfgG",262320
2,RT @CNN: President-elect Donald Trump says 'nobody really knows' if climate change is real https://t.co/0GAtmSMVZe https://t.co/i3tOPIFlG2,881920
2,RT @cnni: The mental health implications of climate change https://t.co/VaBvPGyKt6 https://t.co/Kreu66e0Y6,703328
2,"RT @guardian: From heatwaves to hurricanes, floods to famine: seven climate change hotspots https://t.co/JUkIm68rbH",299727
2,RT @washingtonpost: China tells Trump climate change is not a Chinese hoax https://t.co/NID1bEzh89,464602
2,RT @CTVNews: Canada will capitalize if Trump takes step back on climate change: Trudeau https://t.co/cx7WBqmGAt #cdnpoli https://t.co/YbpSE…,398500
2,Chairman of the House science committee says climate change is 'beneficial' https://t.co/QbriJx7qHy via @HuffPostPol,923432
2,RT @p_hannam: 'Disaster alley': #CycloneDebbie shows how #climate change will test Australia's military https://t.co/lO84danDIt via @smh #A…,866517
2,"RT @WhySharksMatter: US federal department is censoring use of term 'climate change', emails reveal #a #feedly https://t.co/x7Xpp2FJ29",36220
2,"The White House calls climate change research a ‘waste.’ Actually, it’s required by law
https://t.co/qgkrGz4EdK",898781
2,Trump to roll back use of climate change in policy reviews: source - Reuters https://t.co/3QFKbL0hHX,54145
2,Companies involved in the green sector may have a problem with a President Trump and climate change https://t.co/g7GqTMpwx4 via @business,274309
2,RT @business: China tells Trump climate change isn't a hoax it invented https://t.co/eWVQtI28t3 https://t.co/7qV3RfzTTE,382186
2,Trump's energy staff can't use the words 'climate change': https://t.co/cUnUJ1su1e,663149
2,Google Новости: Climate change: Fresh doubt over global warming 'pause' - BBC News https://t.co/eNOol1r8K0,574015
2,"In executive order, Trump to dramatically change US approach to climate change https://t.co/iacmB7hkL9",976233
2,"RT @sunlorrie: World leaders duped by manipulated global warming data, top NOAA climate scientist says https://t.co/buh4vcT8Dl",654325
2,Trump to drop climate change from environmental reviews: Bloomberg https://t.co/YYCle6xGnR via @Reuters,921918
2,RT @GRI_LSE: President-elect Trump considering ways to fast-track US withdrawal from #ParisAgreement on climate change https://t.co/5DqFFWPÃ¢â‚¬Â¦,94903
2,"Climate talks: 'Save us' from global warming, US urged - https://t.co/Z3r4xTo50Y",325542
2,RT @thinkprogress: EPA administrator Scott Pruitt did not mention climate change once in his first speech to the EPA…,387776
2,China delegate hits back at Trump's climate change hoax claims https://t.co/P8EIwDMMux,622396
2,CDC’s canceled climate change conference is back on — thanks to Al Gore https://t.co/ZR3uHwE58F,374072
2,RT @FaceTheNation: @BernieSanders takes on Donald Trump on climate change https://t.co/Nr1nbnX20t,315126
2,ICYMI: What are the underlying assumptions keeping us from finding common ground on climate change?… https://t.co/QWwUWR8l0F,488597
2,RT climatehawk1: Biden urges Canada to fight #climate change despite Trump - ABCNews https://t.co/VVa5DqXKva #glo… https://t.co/ryQqRVtmnO,739975
2,Trump to sign sweeping rollback of Obama-era climate change rules https://t.co/wo060qacTb https://t.co/usZ9ivjivk,162639
2,RT @HuffingtonPost: Energy deptartment rejects Trump's attempt to single out staff working on climate change https://t.co/k9QcaWjNAY https:…,386474
2,"RT @tveitdal: In the year 2100, 2 billion people could become climate change refugees due to rising ocean levels.…",615396
2,Butterfly protector who informed climate change policy gets OBE https://t.co/J76e6Mb1mU,116517
2,RT @HuffingtonPost: 17 House Republicans try to make Donald Trump care about climate change https://t.co/DqViZ5N5tu https://t.co/P2q2S3mcpu,476149
2,"RT @SafetyPinDaily: Trump is jeopardizing Pentagon’s efforts to fight climate change, retired military leaders fear | by @MarkFHand https…",419755
2,U.S. Energy Department closes office working on climate change abroad – “Ignorance is not diplomacy” https://t.co/oUYnsugLlB,175193
2,RT @thehill: Trump order will undo Obama's climate change protections: https://t.co/vwZq2SU1d8 https://t.co/8VgSSy7Qc7,483615
2,"RT @thebetterindia: From a film about climate change by a 15-year-old to India's new seat at the World Bank, here are today's stories
httpsÃ¢â‚¬Â¦",353945
2,RT @BradReason: Trump revises White House website to remove climate change moments after taking office. #climatechange  https://t.co/9i8skv…,396835
2,"RT @MichaelEMann: 'In the age of Trump, a climate change libel suit heads to trial' by @ChelseaeHarvey of @WashingtonPost: https://t.co/ZaE…",412372
2,"To curb global warming, science fiction may become fact https://t.co/EQrDoRAe2H #climatechange",628354
2,Canada announces new climate change goal: increase meetings by 88% by the year 2019... https://t.co/iktNR5XBeM,522426
2,RT @dallasnews: Washington wants to restrict investor activism like @ExxonMobil climate change resolution | @JeffMosier https://t.co/XfjgS…,335492
2,"RT @climatehawk1: In Chile, many see #climate change as greatest external threat | @NPRParallels https://t.co/E86c122ewW…",699267
2,"Rusty Patched Bumblebee Added to US Endangered Species List Endangered &gt; habitat loss,pesticides &amp; climate change https://t.co/BMgluyj7aG rt",800429
2,RT @jason_koebler: All references to climate change have been deleted from the White House website: https://t.co/pZ3fvVyjEV #Inauguration,74422
2,CNN - EPA head doubts popular climate change belief https://t.co/7Rw8Rsdq3D #PaginaNuova #TV,172154
2,RT @PopSci: How algae could make global warming worse https://t.co/pEvJqDw6c0 https://t.co/OmleenvtjI,919839
2,"RT @altUSEPA: The CDC documents the effects of climate change on human health.
https://t.co/3XurIeaKKX",668047
2,"RT @billmckibben: Massive algae blooms in the Arabian Sea tied to climate change--in oxygen-choked waters beneath, fish die https://t.co/D4…",167426
2,"RT @climatehawk1: From heatwaves to hurricanes, floods to famine: 7 #climate change hotspots | @john_vidal @Guardian…",987558
2,Morocco launches Triple A initiative to challenge climate change https://t.co/2Pbsf4LE2K,731487
2,RT @guardian: Conservatives elected Trump; now they own climate change | John Abraham https://t.co/acDCWVAQOf,5816
2,Peru builds up wetland resilience to reinforce indigenous response to climate change https://t.co/x0XAxzKn2j https://t.co/58oYUWGVTz,555175
2,The US Republican spreading the conservative case for acting on climate change https://t.co/9yXZ92FYn5,805084
2,"Germany, California to tackle climate change together | Reuters #DemForce https://t.co/1lxccLsoyF",296189
2,"RT @CBCNews: Trump win a 'disaster' in the fight against climate change, scientists and environmentalists sayÃ¢â‚¬Â¦",486005
2,RT @janpaulvansoest: Another US agency deletes references to climate change on government website https://t.co/wY9J5U79uu,315519
2,DOE head says carbon dioxide not primary cause of climate change .. https://t.co/sWlgHRCHik #climatechange,928978
2,"While Trump's team denies climate change, cities and states are fighting back. https://t.co/qpTPNcfPkY",619105
2,"RT @BBCScotlandNews: Santa might need extra reindeer to pull his sleigh, due to effects of climate change  https://t.co/0mGI2tLeNn https://…",495719
2,White House calls climate change funding 'a waste of your money' – video https://t.co/NUlZH52iZM #DSNWorld,859898
2,"Despite climate change exodus, some Marshall Islanders head back home':

https://t.co/0lLvliUcNT",286372
2,Weather Channel blasts at Trump aide over climate change: https://t.co/7cFEtuf1JA,498084
2,RT @pwihub: The U.N. gave Australia a poor score for climate change progress; it hasn't created adequate climate change policy. https://t.c…,2193
2,RT @sciam: Polling suggests that Americans have sharply different opinions on climate change than the president. https://t.co/YeFLZvsbBL,38356
2,"Rex Tillerson grilled on ExxonMobil conflicts, Russia sanctions and climate change at Senate confirmation hearing:… https://t.co/GsjiV86cuh",972448
2,RT @WorldfNature: Air pollution deaths expected to rise because of climate change - CBS News https://t.co/tR3UzAZguu https://t.co/e53SM0IWgF,436991
2,"RT @cassandrasweet: Energy Dept. rejects Trump's request to name climate change workers, who remain worried https://t.co/9P03kEg0zt",610474
2,"RT @mmurraypolitics: The debate over climate change and global warming 'is far from settled,' he wrote in that May 2016 piece https://t.co/…",222600
2,Eiffel Tower lit green in honor of Paris climate change deal https://t.co/1sjAu7Bhpr https://t.co/vYv39DalKr,911027
2,"Donald Trump set to visit France for Bastille Day, Macron will bring up climate change, trade issues https://t.co/Fmv0B94fET",339910
2,RT @DailyNewsEgypt: G20 stage set for climate change showdown - https://t.co/Tu2fxzkuKV https://t.co/bf5xxQJ6Jc,377806
2,U.S. Energy Department balks at Trump's request for the names of those who worked on climate change:… https://t.co/vMtqLjtdzF…,860733
2,Can biochar make climate change a profitable business opportunity? https://t.co/5OHjj1JkRL via @ecobusinesscom,95670
2,"RT @BelugaSolar: Donald Trump’s attitude towards climate change will cost American taxpayers 'billions' Vie @Independent
https://t.co/4EPQg…",626291
2,RT @thehill: Federal court shuts down government-approved pipeline project over climate change concerns https://t.co/sqQ0Ij736s https://t.c…,861653
2,‘Shell knew’: oil giant's 1991 film warned of climate change danger https://t.co/cfMGTV05BA,322542
2,"RT @spectatorindex: BREAKING: White House website has removed climate change, LGBT rights and healthcare from its 'issues' section",502029
2,RT @thehill: Sanders rips Trump's EPA pick for saying his personal opinion on climate change is 'immaterial'…,632618
2,{retweet}New pentagon chief says 'climate change' threatens security... https://t.co/EVZObz5Fao,72264
2,RT @BrookingsInst: Here’s the damage Trump could realistically do to global climate change agreements: https://t.co/T5Z5Je07hQ https://t.co…,311184
2,What do satellites tell us about climate change? https://t.co/3cIlT404BG via @YouTube,432362
2,EPA chief Scott Pruitt says carbon dioxide is not a primary contributor to global warming https://t.co/yQLMxZuvyj,464696
2,RT @Latina1949: Trump to drop climate change from environmental reviews: Bloomberg https://t.co/P4LAyskZhH,950375
2,"RT @AVMAvets: Brazil risks rodent-borne Hantavirus rise due to sugarcane, climate change: scientists https://t.co/bYi83ON8mM",236200
2,"RT @mims: BlackRock manages $5.1 trillion, wants companies it part-owns to disclose their risk to climate change https://t.co/2wmNWrHukd",556790
2,RT @guardiannews: On the climate change frontline: the disappearing fishing villages of Bangladesh #GlobalWarning https://t.co/6P0GpApGl0,35572
2,RT @CNN: Kids are taking the feds -- and possibly Trump -- to court over climate change https://t.co/oGw21W7Skw,99549
2,"RT @GuardianUS: Indigenous rights are key to preserving forests, climate change study finds https://t.co/v6Q1yypFqu",815889
2,RT @NatGasWorld: French election 2017: Where the candidates stand on energy and climate change https://t.co/AWjSNUdQRa https://t.co/xIYseD3…,455601
2,RT @MotherJones: Cable news spent less than an hour covering climate change in 2016 https://t.co/47BO4go9j2 https://t.co/QakDcRiX0T,81581
2,RT @sciam: AntarcticaÃ¢â‚¬â„¢s southern ocean may no longer help delay global warming https://t.co/dV174aBcHx https://t.co/k2lph2zz8H,409207
2,"Some Democratic lawmakers are moving to organize around climate change on the state level.

https://t.co/x7YtaLkk1h… https://t.co/pCogridxfl",452112
2,RT @StanLeeGee: Scott Pruitt’s office deluged with angry callers after he questions the science of global warming https://t.co/ucXpudhBep,140048
2,"Defy 'Stalinist' global warming rules and burn much more coal, says Trump's key economic adviser
 
https://t.co/pDCWgmyyKN",958767
2,How #UN #BigData initiative could help fight climate change https://t.co/i09Z4iMo2H @WDCreators https://t.co/GDzW0Xj9dk,873294
2,RT @thehill: Sanders tears into EPA head for saying CO2 isn't a 'primary contributor' to climate change https://t.co/TsHil65ujN https://t.c…,668133
