sentiment,message,tweetid
1,@realDonaldTrump You want 2 be everyone's president? How about doing something progressive for us? Fight climate change and protect the Env.,804846
1,"Exxon, the only hero of global warming, kicked saving the Earth but selected money
 https://t.co/JBefWiV6Wf",977551
1,"Impacts of climate change include: job losses, business interruptions, worsening working... https://t.co/OfcG3DLHrS by #UN via @c0nvey",919251
1,RT @SenSanders: We have a president-elect who doesnÃ¢â‚¬â„¢t believe in climate change. ThatÃ¢â‚¬â„¢s frightening for this country and the world.,912999
1,RT @taylorandbrown: i think the number one thing that bothers me about trump being president is that he's going to defund climate change reÃ¢â‚¬Â¦,559811
1,RT @illuminateboys: I can't believe there are politicians who believe that climate change is fake. And these are the people working for ourÃ¢â‚¬Â¦,562958
1,RT @jamespeshaw: @NZGreens It gets you an end to poverty in New Zealand. It gets you clean water and action on climate change.,599120
1,RT @Shadbase: @Shadbase people who don't believe in global warming explain this,876368
1,RT @BernieSanders: #ImVotingBecause the future of the planet is at stake. Hillary Clinton will combat climate change. Donald Trump thinks iÃ¢â‚¬Â¦,737991
1,RT @ConversationEDU: Sea turtles have been around for 150 million years but the pace of climate change is an existential challenge.Ã¢â‚¬Â¦,334099
1,"@lawlib Hey! We have a new board for bouncing ideas on climate change, are you interested? https://t.co/LTVC09rfhf",708028
1,@lisalsong Another horrifying outcomes of global warming,80189
1,"RT @stevevsninjas: It's 10Ã‚Â°F so climate change is a lie!

That's 1 data point! Like u met me &amp; concluded all men are white and speak EnglisÃ¢â‚¬Â¦",834559
1,RT @SierraClubWI: #PollutingPruitt thinks human impact on climate change “subject to continued debate” It’s not #ClimateFacts https://t.co/…,87666
1,"RT @yayitsrob: The Trump two-step on climate change: Say something kinda moderate, do something extremely radical https://t.co/OZydRAJrHv",188501
1,"In race to curb #climate change, #cities outpace #governments

#ParisAgreement #C40 #GlobalCovenant #Cities4Climate

https://t.co/fHZZfrGJJl",107213
1,"@jellybeatles Hey! We have a new board for bouncing ideas on climate change, are you interested? https://t.co/LTVC09rfhf",704620
1,RT @ClimateHome: One week to save UN #COP22 climate change talks from Trump: https://t.co/4abRdcK9e2 https://t.co/488g6Bg3qA,608759
1,"RT @aleszubajak: In Chile, 'there is 'no space for climate denial because we see climate change threatening us in multiple shapes.' ' https…",892
1,"RT @michaelaWat: So much denial. So bad for us all. 

Energy Department climate office bans use of phrase ‘climate change’ https://t.co/bQS…",236799
1,"@ClassicGrrl If no nuclear annihilation, climate change will just kill us slowly.",691292
1,RT @savingoceans: Wondering about climate change and how it impacts our #oceans? Check out #ClimateChange 101 with @BillNye https://t.co/Io…,76586
1,RT @France4Hillary: Trump is a Chinese agent: Ignoring climate change and the benefits of clean energy only helps China. WEAK!,964744
1,mashable : Trump named a climate change denier to lead the agency that fights global warming … https://t.co/QqhBh4zKs4,316655
1,"RT @KamalaHarris: Proud to represent a state that is finding creative ways to act on climate change.
https://t.co/w4nfnqJCqz",85596
1,RT @PalmerReport: #NoDAPL Golden Gate Park joins Badlands National Park in defying Donald Trump by tweeting about climate change https://t.…,524050
1,I'm just going to say that creationists that dont believe in global warming have never listened to Bill Nye,74852
1,RT @Fusion: America is about to become the only country in the world with a leader who doesnÃ¢â‚¬â„¢t think global warming is real.Ã¢â‚¬Â¦,150591
1,Watching Scott Pruitt talk nonsense about global warming is raising my BP. #fool #ParisAgreement,204462
1,If you haven't watched this yet you really need to. climate change is only going to get worse. https://t.co/RNhQyu2L9t,182392
1,"RT @RalphNortham: The environment is facing its biggest opponent yet, and it's not climate change—it's Donald Trump. https://t.co/lzrKyqDfki",415546
1,"RT @1followernodad: parent: I'd do anything for my children!

Scientist: here's how to stave off climate change so your children can stay oÃ¢â‚¬Â¦",328321
1,RT @voxdotcom: TrumpÃ¢â‚¬â„¢s election marks the end of any serious hope of limiting climate change to 2 degrees https://t.co/cjiuP9xDIy,663508
1,i'm sorry but if you think climate change is a hoax you are a fucking moron lol,915578
1,RT @CineversityTV: #FF #Trump's #corrupt #EPA chief says CO2 isn't main cause of #climate change #fossil fuels are and... | @scoopit https:…,509891
1,RT @iansomerhalder: Speaking of climate change-TONIGHT Is another killer episode of @YEARSofLIVING ! 10/9c on @NatGeoChannel https://t.co/TÃ¢â‚¬Â¦,53578
1,RT @BernieSanders: 'The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitiÃ¢â‚¬Â¦,598816
1,97 per cent of climate scientists believe climate change is real...#DonaldTrump thinks it's a Chinese hoax! Sad! https://t.co/btNlSthTog,169522
1,EPA head suggests CO2 isn't a 'primary contributor' to climate change https://t.co/4uv8qQhqVb via @engadget C'mon!,172371
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦,635615
1,NHLA supports efforts to combat climate change' @markmagana of #NHLAMember @GreenLatino #LatinoPriorities https://t.co/qWDeuju8bf,796704
1,"RT @ddlovato: #IVotedBecause I believe in equality, we need comprehensive immigration reform, I am pro-choice and global warming IS real. #Ã¢â‚¬Â¦",911559
1,“The human magnitude of climate change looks more like a meteorite strike than a gradual change' #renewables crucia… https://t.co/g2eKJp19cG,225958
1,"RT @BrentSullivan: @climatehawk1 @Shell 
while they still deny climate change, our denial that they could put profit over planet and people…",360301
1,RT @joshgad: The mourning stage is over. Now we fight. Putting a climate change denier as head of EPA is an act of war on our kids. #StandUp,575929
1,RT @UN: 12 #globalgoals are directly linked to climate change. The #ParisAgreement is crucial to achieve them.Ã¢â‚¬Â¦,474686
1,RT @SenFeinstein: BREAKING: Senate Appropriations Committee just voted to restore vital funding for the UN climate change panel—a big victo…,22580
1,.@EPAScottPruitt doesn't think CO2 drives climate change? Let's send him a copy of 'Global Warming for Dummies': https://t.co/SOe3tovvTc,747327
1,"It's twelve in the AM, it's bloody hot  as shit, i can't go to sleep and now it's fucking raining! Brought to you by global warming.",963184
1,"RT @michaelpielocik: new york times new marquee hire denies climate change and previously wrote about 'the disease of the arab mind,' re…",696493
1,RT @TimWattsMP: 'I will not lead a party that is not as committed to effective action on climate change as I am' https://t.co/mP1CPnSnzZ,225886
1,"New CBA case a warning: Step up on climate change, or we’ll see you in court John Hewson… https://t.co/Pd3A6952jT",675796
1,"New CBA case a warning: Step up on climate change, or we’ll see you in court | John Hewson https://t.co/kOMhoxq0tf",879793
1,"RT @FastNewsDelhi: 'Science exhibition train' to spread awareness on climate change @sureshpprabhu
@RailMinIndia 
https://t.co/wGcQuB9WhA",965906
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",819344
1,RT @FemalePains: im gonna just ignore the fact that the world is either about to end bc of climate change or nuclear war and focus o…,491825
1,"RT @manjusrii: Exxon, Trump, Putin &amp; $500 billion deal to accelerate global warming (via @mckenziewark ) cc @Shoq https://t.co/z9svbGfkSV",824242
1,RT @1909ed: Slow progression of climate change my butt Mother Nature wants to be heard https://t.co/MmEqgbJRUG,138512
1,"2016 is on track to be the hottest year on record, but climate change is made up. Right.",715841
1,RT @sierraclub: .@POTUS just announced an ambitious but achievable plan to cut climate change pollution by 80% by 2050: https://t.co/b54NjmÃ¢â‚¬Â¦,832668
1,RT @AdamBandt: ANZ today revealed they may not give mortgages in future for houses impacted by sea-level rise from global warming https://t…,988503
1,"RT @SenSanders: We can combat climate change at the local level. @joshfoxfilm
and I are talking about how: https://t.co/rxYkpnvL8D",791439
1,@DDentner @Tweetin_jackleg @tomseward @stillgray you got it all wrong. The person who called climate change a hoax is clearly the crazy one.,340943
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦,164816
1,RT @MSMWatchdog2013: Neoliberalism has conned us into fighting climate change as individuals | Martin Lukacs https://t.co/shJS8C5N7r,786821
1,RT @CanadianPM: Thanks to @georgesoros for sharing your insights on the global economic outlook and climate change #Davos2016 #WEF https://…,799230
1,"A man who created a fake college, okay.
A man who has no political experience, okay.
A man who says global warming is by the Chinese, okay.",936398
1,@IUCN_Med participating at #environment &amp; #climate change experto group @UfMSecretariat #mediterranean https://t.co/6bGoRVMTlA,489860
1,Why humans are so bad at thinking about climate change https://t.co/jTYYsswABA via @YouTube,801083
1,RT @makeinindia: Where the sun shines: India's solar power commitment is a force against climate change: @WorldBank #MakeInIndia https://t.…,604689
1,RT @SNVworld: Decentralised renewables: the front line against climate change https://t.co/ttIOtvzFMH via @Power4All2025 #COP22 #ClimateActÃ¢â‚¬Â¦,64988
1,"RT @350: In the US? Write a letter to the editor, urge media to connect the dots between climate change &amp; Hurricane Harvey:…",415182
1,"Wisdom, courage needed in climate change fight | Sudbury Star https://t.co/DXx3UU5wrM - #climatechange",162636
1,We may have even less time to stop global warming than we thought https://t.co/IMQRGKgOlq,427091
1,"RT @JanakiLenin: That is why we link rivers, divert climate change funds to GST, lay roads through forests, etc. https://t.co/NQUnebIwck",213109
1,RT @BillNye: Just a little climate change. What's a few Billion$$ here or there? https://t.co/8OqnggDARD,513810
1,RT @SarahKSilverman: At what point in ur evolution did big oil make u realize climate change was a hoax? https://t.co/HwEz87j89T,270553
1,RT @sierraclub: 'We've doubled renewable energy production and become the leader in fighting climate change.' -@POTUS in Philly #ClimateVotÃ¢â‚¬Â¦,897568
1,RT @lenajfc: now the majority of people in office believe that climate change isn't real. mother earth is mourning today,567117
1,"why are there people that deny the climate change?

not that I'm mad or anything, I'm just genuinely curious",797624
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",22915
1,"@MrMCos Probably right, but had to challenge him given he doesn't know if climate change is real or not. He should visit Tuvalu, Kiribati",543257
1,Agriculture victim of and solution to climate change https://t.co/HeOt6JBUr3,682898
1,"RT @NatGeo: By using projections from 21 models, researchers predict how climate change threatens our water resources https://t.co/lO4ojvjg…",127503
1,"RT @MoscowTimes: Russian astronomers complain that climate change is clouding their night skies. @realDonaldTrump, you have ur order… ",81446
1,"RT @BrentNYT: But, of course, global warming is liberal hoax.  https://t.co/r9S01Y8kHr",439946
1,RT @evacide: The admin that puts a climate change denier in charge of the EPA puts a guy who can't download his own apps in char…,995488
1,RT @mzjacobson: Extreme drought symptom of global warming enabled by fossil lobbyists+politicians: UN: 20 million may starve https://t.co/Z…,563695
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,677002
1,RT @TulsiGabbard: We must continue to illustrate the impacts that climate change is already having on communities around the worldÃ¢â‚¬â€especialÃ¢â‚¬Â¦,309102
1,RT @JohnGal31268262: The top ten global warming 'skeptic' arguments answered | Dana Nuccitelli | Environment | The Guardian https://t.co/qt…,668444
1,RT @latimes: Harvey should be a warning to Trump that climate change is a global threat https://t.co/IKaQe3ln23 via…,95753
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦,520994
1,RT @igorbobic: The Sunday shows ignored a calamitous new global warming report. Only show to mention? SNL. https://t.co/5wcJHz8bOH,908978
1,"RT @Matthijs85: 'Before the Flood'
Great documentary on the consequences of climate change with Leonardo DiCaprio
https://t.co/oIO9JZSGSZ |Ã¢â‚¬Â¦",13544
1,RT @WFP: Did you know climate change can increase the risk of food insecurity and malnutrition? https://t.co/BNtWtgiHAW https://t.co/VRHESA…,346864
1,"An old cartoon of mine, but just as relevant today, as climate change denier Scott Pruitt works to subvert the core… https://t.co/Riu4iA9Ct3",413932
1,Every insane thing Donald Trump has said about global warming - https://t.co/60ONblWYQK,797293
1,"RT @JustinTrudeau: Welcome to Ottawa, @Premier_Silver – looking forward to working together to fight climate change &amp; protect our envi… ",790223
1,"RT @OsmanAkkoca: I Am,OSMAN AKKOCA Declaring That İf The Countries Want To Stop #climate change I Am İn Turkey! - #EPA - http://t.co/ewxzr…",911859
1,To deal with climate change we need a new financial system https://t.co/RahN75lNAk,486278
1,TNW: Scary interactive map shows how water levels will rise due to global warming https://t.co/uclQ8aH2ir,279205
1,"@WhosImmortal Worth a watch and I believe it has sincere intentions, but came off preachy to me, someone who believes climate change...",936133
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,409448
1,The tomatoes are still fruiting and flowering in November. Mama's neighbour still thinks climate change is a lie. https://t.co/ggwPf0Jtrv,426704
1,"@thehill Summary:
Millionaires and billionaires, also global warming will kill us all",163571
1,Hunton/Weindorf explore climate change...villages in Alaska. Worth a view regardless of stance on cc. @KTTZ making an impact! @TexasTech,222383
1,"RT @chunkymark: True Not all Trump supporters are white supremacist loving racist xenophobic climate change denying sexist swamp bigots, juÃ¢â‚¬Â¦",322294
1,"Polar bear, wild reindeer decline worsening as #climate change continues to melt Arctic ice: @ABC… https://t.co/E33xo7HcNH",644898
1,"RT @lsarsour: The first 100 Days of Trump. Repealing Obamacare, dismantling executive orders &amp; flushing climate change in toilet https://t.Ã¢â‚¬Â¦",162244
